rating,title,review,country,date
2,Filter pocket? Maybe not.,"I ordered two packs on the same order. Two packs of masks were delivered. One pack of masks had a filter pocket, the other pack of masks did not.",US,2020-07-30
2,Not for younger children,"Advertised as 3-9 youth, but they were much too big on my 6 year old. It fit my 9 year old perfectly.",US,2020-07-13
2,too big,they’re so big. Don’t fit at all,US,2021-01-09
2,Too thick!,I cannot breathe! My face is all sweaty. These are too thick!,US,2020-08-24
2,Fabric Doesn't Breathe Well,"All synthetic, the fabric doesn't breathe well.",US,2020-09-27
2,No moldable nose wire,"Had to return, as there is no way to mold them to my nose and they fogged my glasses.",US,2020-09-30
2,Small!,It’s very small. Even for my tween daughter it looks small. This size is for small children.,US,2020-10-08
2,Not right fit,"Easy on / off, but too loose around nose.",US,2020-10-08
2,Thin flimsy Straps,Straps very thin and one already broke,US,2020-10-07
2,Sent them back,Not big enough for the big man. Plus it fogs my glasses. I returned to amazon.com,US,2020-11-15
2,Doesn’t fit,"From chin to top of nose too short, and I ordered XL. Beware if you wash the mask, mine shrunk to unwearable size.",US,2020-09-24
2,"Nice material, but wouldn’t buy again","Doesn’t have a nose piece and will be all over your face, wouldn’t buy again.",US,2020-10-02
2,Very hard to breath with them very uncomfortable,You can breathe with them. Quite large.,US,2020-07-06
2,face mask,ok for the price,US,2020-10-15
2,Just ok,Just an ok mask-no nose wire so not a very good fit,US,2020-07-20
2,Difficult to breath through.,Wouldn't buy again so can't recommend.,US,2020-12-25
2,Beware - these are really small! I have a 10 and 12 year old - did not fit them,These are tiny!,US,2020-11-28
2,Falling apart!,"Delivered on December12, falling apart after about 5 times wearing and washing. Waste of money. Cheaply made.",US,2021-01-07
2,Hate these,too big and looks like men's underwear,US,2020-09-15
2,Shrank with washing!,"It shrank A LOT after washing- and I laid it flat to dry, but too small now.",US,2020-10-24
2,Too small,Too small,US,2020-10-10
2,Buy At Sam's Wholesale,Not worth the price. One can buy 6 better quality at Sam's for $13.95.,US,2020-06-24
3,"Smells, candle test passed, sunlight test failed","Your browser does not support HTML5 video.
 I read reviews about this mask not passing the candle test. I tried it myself. I don't see how one can blow a candle with this mask on. The sunlight test was concerning though. I did see one too many sparkles... Also the mask smells. Not sure if that's the soap residue, but I don't think so.",Canada,2020-09-12
3,Sizing confusion,"Sizing is very confusing. If these are really Enerplex masks, then why is amazon’s size DIFFERENT than the Enerplex website’s??? Went with Amazon’s recommendation of Large as it states it fits most faces, but found they were much too big. Wanted to exchange for smaller size but had to pay for shipping again. Had to use needle and thread on them to manually fit my face.
Other than this, masks are really soft, light and comfortable. Would have given this a 4 out of 5 but for size and colour issues: colour is not really permanent. Slight discolouration upon each wash.",Canada,2020-08-17
3,Mask May Not Be the Size that You Ordered.,"I ordered 3 packages of different colours, all size large. The white and black packages came one day. The blue package came several days later. The blue masks were much larger than the white and black masks. The size is shown on the package but there is no size label on the masks themselves. Obviously one of our packages is a different size, but we cannot tell which package had the wrong sized masks because all three packages indicate that that the enclosed masks are ""large"". So ... my advice is to see if your mask fits; if not it may because the wrong size was sent.",Canada,2020-11-10
3,"Okay, but XL is not XL, and I received different sizes in one package","Face masks are fine - they are a step up from the cheaper variety you will find on Amazon. I ordered the XL size, but they should not be called that - they are Large as compared to most other brands I've tried. Also, I ordered the 3 mask package in XL, but only 2 of the 3 masks were the correct size, and one was much smaller and doesn't fit.",Canada,2020-08-09
3,comfy,"I bought 2 sizes XL & L, for my husband and myself. The sizing for XL is spot on and comfy to use but i'm not sure about the other sizing. From the size chart, i was meant to be a large and the large ended up being too big for me, i couldn't return cos i needed it urgently",Canada,2020-08-19
3,Comfortable but a bit itchy,"There is no metal band at the part where it crosses the nose, so your glasses will fog up, and that means that you do not have a good seal on your face. It is well made, easily washable, comfortable to wear and is three layers deep, all woven though. Better masks have a non woven layer for better filtration. I found it became itchy despite the fact that the fabric is soft and a comfortable fit.",Canada,2020-12-11
3,"Meh. Better than the paper masks, but needs work.","They would be better if they had put a metal piece above the nose to create a better seal. I cut mine open and shoved a wire inside, it works. Comfort of mask is ok - i dont have a big head so I got the medium size, and they seem a little too small. But workable. They can be quite warm and uncomfortable after about fifteen minutes indoors. Outdoors they work as a great wind breaker in the winter.",Canada,2020-12-09
3,Tissu intérieur difficile à respirer / Pour courte durée seulement,"Masque très confortable. Ne tire pas les oreilles . Par contre,
L'épaisseur du tissu qui se trouve contre la bouche (l'épaisseur intérieur) est en coton doux , mais ouf, difficile à respirer à la longue. Je le conseille seulement pour une petit sortie (épicerie de courte durée, dépanneur etc) mais malheureusement je l'ai essayé 3h au travail et non.... De plus, le fait de respirer , la bouche créé toujours de la condensation habituellement normalement tolérable mais avec ces masques, le coton intérieur devient facilement '' humide'' à force d'expirer l'air de la bouche. Un peu désagréable, c'est pour cela que je conseille plus pour un usage ce courte durée.",Canada,2021-01-27
3,Large is too small,"I bought the large size and am disappointed. The cloth is soft and seems of quality but I look like dumbo the elephant with my ears uncomfortably pulled forward with the elastic strings straining. It also just barely covers my chin and nose. If you have a relatively large face I would not recommend, even if you order the large size.",Canada,2020-12-09
3,"Great for small amounts of time, bummer for extended time periods.","At first the mask seems fine, but wearing it in any sort of heat (summer), and/or for an extended amount of time gets really uncomfortable. Super hot and steamy... Plus when you breath the mask is heavy enough that it sucks in on your inhale. Wearing it for short periods is fine enough though. (5 hour shift serving at a bar, no. Half hour trip to the grocery store, sure).",Canada,2020-08-17
3,Super comfortable and light,"Exactly as described, and fits my face perfectly. It's comfortable enough to almost forget it's there, because of how light it is. However, I took off a couple stars because I wish they extended the elastic to the nose bridge portion, or even added a wire nose bridge. There is a not-so-insignificant nose bridge gap with these, which impacts how effective the mask itself actually is.",Canada,2021-02-05
3,Inconsistent Sizing,"I do like the style and softness of these, but the sizing is quite frustrating. All 3 masks have a different shape/fit. One was slightly smaller in length from the nose to the chin so it tends to pull down a bit more when talking. One gaps open under the chin. One has excess fabric in the front because of the cut of the fabric (a more pronounced curvature). And I had to tie a knot in the ear elastics of all 3 to prevent them from falling off my face because they were too loose. I also wish that they had a wire in the nose for a more secure fit, so I will probably try buying a different brand next time.",Canada,2020-08-27
3,Received wrong size.,"Ordered a pack in Medium size, after checking the measurements. While finishing ordering, the basket showed the item was youth/small adult. Tried few times by emptying the shopping basket and chosing the right size ‘Medium’, which would populate my basket without giving correct size info. Getting tired, I ordered anyways. Order received on time, size on the inside package marked as small. I had to wash it before trying for size verification. Sure enough, it’s a bit smaller. Medium size would have been perfect. Be Careful when ordering. The system should NOT fill our shopping basket with a different size if size required is out of stock. Stuck with something that can’t use.",Canada,2020-08-17
3,Large is smaller than expected and I'm a small guy,"These masks are made for very tiny, tiny, tiny people. I'm a normal sized white guy with normal features, including normal sized head. And large is way too small, even my wife's is too small for same order. XXL would be more appropriate, but not available.",Canada,2020-12-07
3,"It’s too big, won’t shrink, and it is very hot to wear it all the time","I measured as per guidelines, and ordered size L (which is the smallest adult size). Still the mask is too big, the ear straps are too long and loose, they are not adjustable. The mask is soft, but breathability is below average — after a period of time it is too hot inside the mask.",Canada,2020-08-16
3,Not pleased,"I am not pleased with these masks because the product description says that they can be shaped to your nose size, but these masks can not. Also the elastics have expanded with just about four wears.
I do not recommend these masks.",Canada,2020-09-03
3,Slips down my nose,"When I first put this mask on I thought it was quite comfortable. However, after wearing it for about 5 minutes I found that the portion of the mask that covers my nose kept slipping down. This issue was especially prevalent if I talked while wearing the mask, but even if I was just walking with my mouth closed it still constantly kept slipping down my nose. I consulted the sizing guide prior to purchasing so I don't think this issue is related to mask size/fit but rather the fact that this mask *does not* have a flexible wire around the nose portion.",Canada,2020-11-11
3,Be sure in your measurements,mask meets all the specs as advertised except the size. I measured and re-measured to be sure I selected the right size. Unfortunately my masks are too big. I tried one and it fell below my nose. I shortened the earloop but that only distorted the shape. I suggest measure carefully and maybe go the next size smaller or be very sure about the size.,Canada,2020-08-26
3,XL is not very XL,"Even though I purchased the XL sized face masks, I find once I start talking my nose very quickly pops out over the top of the mask. I have tried positioning the mask higher on my face, as well as flipping it over in case 1 way sat better than the other, but it keeps happening... and my head is not gigantic or anything.

Right now, no-one wants an embarrassing nose-tip slip when they are in a mandatory ""masks on"" situation, so its a little disappointing",Canada,2020-09-09
3,"Good mask, but concern on QC","Awesome masks, very comfortable and breathable. However, one of the three has torn apart ear loop after FIRST TIME use. So I am not sure with the durability of the material or quality control of the product.",Canada,2021-01-14
3,XL was too big,I thought having a bigger face to order the XL but they were way too big. It did not hug my face as right as I would like so I am going down a size. They weren’t bad with respect to eye glass fog and breathable,Canada,2020-10-28
3,"Black ones perfect, blue ones inconsistent","I ordered 3 packs of the black ones in a size medium and large, and they were fantastic. Super comfortable and lightweight. However I ordered the blue ones in a size medium yet the masks were super inconsistent. One was a size large even tho it came in the medium pack, another had longer ear straps, and only one was actually normal. This issue was only with the blue ones, not the black.",Canada,2020-08-29
3,Not for people who wear glasses.,"Quality is okay. Ear straps are a bit on the short side. There are no wires in this mask and therefore air blows upwards and fogs my glasses, no matter how I adjust the mask or my glasses on my face.

If you don't wear glasses these masks are fine.",Canada,2020-10-02
3,Not bad...,"These masks arrived very quickly. Yes, they are light but hold in more heat than my vented ones. They also lack an adjustable nose wire.

Beyond that, they do the job. Just not great if you wear glasses.",Canada,2020-10-22
3,These are NOT. XL,These are not XL. They measure the same as a med my daughter has. Cheap ear pieces and simple do not cover face,Canada,2020-08-05
3,"OK, would only recommend if your in a pinch","Just your average cloth mask. Easy to wash, soft and doesn’t hurt the face. Don’t know how effective it is against the covid, but beats using a blue disposal mask. Only complaint, is if you wear glasses they do fog as there is no nose piece.",Canada,2020-08-15
3,Good masks but sizing is off,"I ordered a set of these masks in Large and quite liked them, so I ordered another pack of Large masks and a pack of XL ones for my partner. However, the second set of “Large” masks were much larger than the first pack I ordered. They seem to actually be the XL size, but they were in a package that said “Large”. I would like more if these masks, but I’m not sure I’m willing to just hope that the right size in the right packaging comes next time.",Canada,2020-10-15
3,Only ok.,My 14yr old likes these. They are soft and feel nice but they do not have a nose wire and they tend to slip down your nose a bit. They don’t feel as thick as some other masks I’ve tried. I did not do a candle test.,Canada,2020-11-11
3,Comfortable and good fit but...,I've been very happy since I received these Monday August 17. I've been wearing them most days traveling and working and they've been very comfortable even with my big head. I've washed them each twice (not noticing any shrinking) but just noticed the stitching coming off on one mask already at work. I'll double check the other 2 when I get home but hopefully this is an isolated incident.,Canada,2020-08-27
3,It's okay,"I liked how easy to breathe it was but unfortunately if you ever have to talk to someone, it slides off your nose. Maybe it was a size issue but it's the only mask I have that constantly slides down.",Canada,2020-11-11
3,White large size smaller than black large,"Beware. While these are comfortable, the white large are considerably smaller than the black large. I bought both and the white are less comfortable. If you overlay the white on black the size of the white is definitely smaller.",Canada,2020-11-16
3,Inconsistent Sizing,"I liked the thickness of the fabric and the softness. However, the sizing is inconsistent. One of the three masks fit me, the others were way too large. I would suggest sizing down. I ordered according to size chart and measurements.",Canada,2020-11-28
3,Large is not really large.,I like the texture and colour. I measured and used the size chart and purchased large size but they do not fit. Too small. The other large ones I purchased from another seller fit fine. Gave these to my grand kids.,Canada,2020-11-04
3,Slightly too big despite being within specifications,Earloops are flimsy. Slips off when talking more passionately - could be just me. Might want to consider sizing down if you’re on the lower end of specifications.,Canada,2020-11-11
3,Good but not great at the gym,I bought these for the gym since reviews mentioned breathable / good exercise. They aren’t. They are decent masks for general wear but not the gym.,Canada,2021-01-27
3,did not meet expectations.,Unfortunately material caused noticable irritations to the cheeks of the wearer. Not suitable for individuals that have sensitively skin.,Canada,2020-08-04
3,It’s okay but the fit around nose is not great,"The fabric is very soft, however, the fit around the nose is not that good. It’s a little loose and my glasses fogged up every time I wore it.",Canada,2020-09-12
3,Too big for my face,"Nice fabric, but it’s too big for my face.. Tried to return it for the smaller size, but they won’t except them.. NOT ELIGIBLE FOR RETURN!!!",Canada,2020-11-30
3,softNcomfy,"XL initially too big and large moved around too much when talking. Washed them all and tightened the string a bit on the XL and i've got a really nice fit now.
only concern is the elasticity of the string.",Canada,2020-09-10
3,Well constructed but Hot,"Comfortable Material to wear, Sizing is small, So Up size as others have said. I find them Hot after wearing them for over an hour,",Canada,2020-10-04
3,Very light but comfortable.,"Not sure how effective but very comfortable and soft. Fit is good and soft, but the mask has a tendancy to slip down.....adequate not special.",Canada,2020-10-29
3,Have no nose wires,"The material is nice. Size is also OK, but the lack of nose wires makes the mask is not suitable for the cases you need to speak with surrounding people or wearing glasses.",Canada,2020-12-11
3,1 of the 3 masks can't be used,"Overall an OK mask but one out of the three masks I received in the set has bad stitching which causes it to collapse inward, making it basically unusable. This is extremely frustrating when you expect to get three usable masks :(",Canada,2020-09-26
3,"Good,","Wrong size, but I returned it and bought large, great product overall, but wrong size. The brand contacted me saying how they wanted to give me a free 3 pack of L masks for free because of the inconvenience. They are super sweet! Thanks!",Canada,2020-11-14
3,Bon produit,"Confortable, léger et doux. On est à notre 60 ème lavage, le tissu est encore bon. J’en ai acheté pour ma femme mes trois enfants et moi.",Canada,2020-11-15
3,Runs large,This is a lightweight and soft mask. I feel it’s a bit warm and is big for my face. I bought a large but I guess a medium should be enough.,Canada,2020-10-10
3,"Good mask, sub par elastic.",These masks initially have a great fit and comfort. The only problem was that the elastics very rapidly began to lose strength and get stretched out. It appears to return slightly after washing but noticed a big difference in the fit after only a few washes.,Canada,2020-09-10
3,Not too bad...,Much smaller then shown on line .would recommend a larger size for adults..wash well before use however a bit afraid to put in dryer due to potential shrinkage.,Canada,2020-11-20
3,Great masks but earloops ripped after first wash,Would have loved to give these 5 stars but 2/3 of the mask earloops ripped after washing and drying according to the given instructions. I love the one mask that remained intact but disappointed that that the other 2 ripped after first wash.,Canada,2021-01-11
3,Almost Perfect,"With a size-adjusting bead and longer ear straps these would be perfect.

Size of mask is ideal but way too much pressure behind my ears. Gives me a headache.",Canada,2020-11-24
3,Review,"Fit and quality is good, not great the only thing is the bands are too loose for adult or youth size they keep falling off. I wish it had adjustable bands. I just tied a knot to shorten the bands length for my kid and it works fine. If your kid is wearing glasses it will fog up.",Canada,2020-09-24
3,Face mask,These are ok no nose piece don’t feel the three layers just seems like one layer. A little disappointed in product,Canada,2020-12-01
3,"Very comfortable, but warm.",These masks are very soft and comfortable to wear. But it gets warm in those things. We found out that the best for breathing is still the disposable ones.,Canada,2020-08-15
3,Run large,"Excellent quality, but run large. I ordered the adult size first, then the youth. Even those were too big. An expensive mistake, as I know I can’t return them. ☹️",Canada,2020-11-23
3,Keeps falling down. Good mask in comparison,Doesn’t stay up. Needs nosepiece. Great last compared to others in market. And fits my xxl face.,Canada,2020-10-20
3,"Thinner than expected, missing a must have",These are thinner than expected and do not have a flexible metal noise piece built in.,Canada,2020-12-01
3,Size issues,"I followed the sizing chart and measured it as directed for my kids which indicated a large. I thought that was odd for kids, but ordered it as indicated. Sure enough the 5"" measurement for kids is wrong. The ear loops are much to loose.",Canada,2020-08-28
3,It's okay,It's not amazing. I wasn't blown away but I guess its better than the blue masks.,Canada,2020-12-06
3,Don’t listen to the sizes,I have an over all 3 on this because the ear straps need to be a bit tighter I had to put a loop in them so the mask fits my face properly if not for that 5 stars,Canada,2020-08-24
3,"Not breathable, very hot",The masks get very hot. Not the most breathable and leave an odd odor on your face. Nice fit but otherwise it’s average.,Canada,2020-11-27
3,Comfortable without glasses.,The masks are soft and comfortable but are very annoying with glasses because they fog up with every breath.,Canada,2020-09-27
3,Great mask if you don't have to wear it for long,"This mask is lightweight, good fit but not ideal if you need to wear it for a long duration. Collects alot of moisture.",Canada,2020-10-03
3,Love them but,I love them but regular N95 masks are easier to breathe in,Canada,2021-01-23
3,Not for big noses.,"They’re soft, but it feels like a sweatshirt covering your mouth, a little too thick, and if you have a medium to large nose, they’ll be uncomfortable. No Nose wire either. They’ll do for quick store runs but I wouldn’t want this all day.",Canada,2020-08-18
3,EnerPlex Youth mask,"Bought this for my child who went back to school. He says it works and is ok. The only downside is the size, a tad too big. Also, I think it is a bit pricey should be cheaper.",Canada,2020-09-22
3,Nice reusable cloth mask,It a bit warm wearing it but it fits well and is comfortable.,Canada,2020-08-12
3,Good quality for the price,These face masks fit me fine but get a bit hot in warm weather. Would be nice to have adjustable ear straps so that my daughter with a smaller face could also wear them. Was shipped quickly and on time.,Canada,2020-09-12
3,Hard to breath through. Otherwise comfy,All masks such. Hot to hard to breath in this one but comfy,Canada,2021-02-03
3,"Fit large, thick material and not very breathable",The masks fit large and are quite thick. I found them not very breathable and I would get very hot under them. Ok to wear for a short period but way too warm to wear for a longer period and indoors.,Canada,2020-09-25
3,Meh,These will make you glasses fog like crazy. They are comfortable. But they are warm.,Canada,2020-09-12
3,Not one size fits all.,These masks will only fit snugly if you have a large head. The straps are not adjustable or tight enough to stay on a smaller face comfortably. Otherwise they are quite nice.,Canada,2021-01-08
3,I would recommend to bigger noses.,The product didn’t fit my face very well as there was a lot of space between the mast and my nose. Not meant for my small nose but the material was breathable.,Canada,2020-09-20
3,Ok but didn't look good on,I dont like how it looks but comfortable and does tbe job but I purchased a more expensive mask for functionality and looks but can't win sometimes. ..,Canada,2020-10-15
3,Nice but a bit expensive,"The mask was very thin , after all it's comfy and soft.",Canada,2020-08-27
3,Not breathable for me,"My husband loves it, I don’t. The soft fabric in it pulls against my nostril everytime I breathe in and makes breathing in it generally difficult.",Canada,2020-12-04
3,Poor fit,Mask keeps following down. Poor fit and I measured according to supplier's suggestion.,Canada,2020-10-04
3,"TROP MOU, TROP PETIT.",TAILLE ADULTE QUI LAISSE BEAUCOUP A DÉSIRER,Canada,2021-01-18
3,Decent Quality But Not a Good Fit,"They seem nice, but don't fit my face at all. Ordered the large and they are too small.",Canada,2020-09-09
3,Hot to wear,"These masks are soft but extremely hot to wear, more than other masks we have. My husband finds this to be true as well. Probably great in the colder weather!",Canada,2020-07-30
3,Nice fit but already broke.,I really liked this product but the inside material has already broke away from the seams. I have to always sew them again.,Canada,2020-09-29
3,Too small,Very soft but the large is not big enough if you have a beaed. It slips down my nose,Canada,2020-11-16
3,Maybe it can be a lot better,Keeps falling off my face - keeps sliding off my nose and is not fun,Canada,2020-12-04
3,Too big and fogs up eyeglasses,These mask are too big. A bit difficult to breathe and fogs up eyeglasses like crazy.,Canada,2020-10-28
3,fast delivery,"nothing special ok, but price high",Canada,2020-12-21
3,"Expensive, Doesn’t fit well.","Bought for my 9 years old daughter, she didn’t like it as it black. But it seems has good protection, doesn’t fit well.",Canada,2020-09-25
3,Poor design,"Poor shape, needed modification on strap location and length",Canada,2020-12-27
3,Overpriced,"Nice fit and pretty comfy, but the seller raised the price. Pretty greasy move during a pandemic.",Canada,2020-12-05
3,did not fit tight around my nose,I found this did not fit properely. I wish they were cut a little higher to fit over your nose.,Canada,2020-08-26
3,Trop grand,Trop grand,Canada,2020-08-11
3,Not adjustable,good mask just too big for my kids and not adjustable. Otherwise they were ok.,Canada,2020-09-24
3,OK if you don't wear glasses.,Good mask if you don't wear glasses. Needs nose wire for people with glasses so they do not fog.,Canada,2020-10-09
3,FOGS YOUR GLASSES!,Everyone is claiming they don't fog glasses but thats not true... Their is no metal wire in these so they don't seal tight along the top like everyone claims.,Canada,2020-09-15
3,Just ok.,Just ok.,Canada,2020-12-19
3,Sizing non accurate,Nice product but sizing is off. I ordered Large but it is good for my 14 year old and wife.,Canada,2020-11-03
3,Good Product - Expensive,It is little expensive and for quality they are offering. receive different sizes in at a pack. so one of them is too big not good fit for my son.,Canada,2020-11-05
3,Quality could be better,I liked them they fit but one started fraying after a few washes,Canada,2020-11-18
3,Big for youth,I bought it for my 13 year old daughter it was big for her face.,Canada,2020-09-14
3,Too big.,"Thought I was large sized, measured face for sizing. Good coverage, fabric, poor quality elastic. Falling off the nose all the time. Not recommended for work.",Canada,2020-09-17
3,no nose guard,"It is lightweight, but it slips off too often.",Canada,2021-01-01
3,Grt,Its very nice,Canada,2020-10-29
3,It was a gift,Don't know if the person likes or dislikes the product,Canada,2020-10-31
3,Glasses will fog,Standard type of mask If you wear glasses they will fog up.,Canada,2020-10-15
3,"Don""t buy these if you wear glasses","They were comfortable enough and seem well made but I simply can't wear them because no matter how much I tried , they keep fogging up my glasses.",Canada,2020-09-03
3,Glasses fog. No seal around nose.,Very comfortable. Unfortunately does not mold around nose and glasses fog up continually.,Canada,2020-12-03
3,Too big,Followed measurement directions and ordered large. Too big. Sloppy fit. Don’t like.,Canada,2020-08-01
3,No metal band,Comfortable but there is no metal band that allows one to keep the mask snug around the nose,Canada,2020-09-19
3,Smaller but useful.,A little small but otherwise the quality is good for the price.,Canada,2020-08-14
3,"Une mal cousue, il m'en reste que deux pour les utiliser","J'aime les masques mais une était mal cousue, donc inconfortable, il ne m'en reste que deux pour les utiliser...",Canada,2021-01-04
3,Okay,One of the masks had ear straps much longer than the others so unwearable - had to find a way to tighten up,Canada,2020-10-03
3,For man used XL be better,Just okay,Canada,2020-12-03
3,No nose clip,No nose clip so slips around lot. Great material but not good for glasses or staying put unfortunately.,Canada,2020-11-14
3,Smaller than I expected,"Masks are well made, but the coverage is a bit smaller",Canada,2020-12-15
3,À recommander,Super produit,Canada,2020-08-20
3,Good product with some room for improvemnt,"Feels great, a bit too large. It would be even better with a wired nose piece.",Canada,2020-12-01
3,Too large for small children,Masks are too.large for children under 8...inhaled to order from someone else...,Canada,2020-08-06
3,unfortunately as comfortable as this mask is there is a very large gap there at your nose,add the metal strip or gasket and it is 5 stars,Canada,2021-01-11
3,Check size before you order.,Ordered small by mistake.,Canada,2020-12-07
3,Does the job,It's okay for the price.,Canada,2020-12-12
3,A bit disappointed,Nice new but when I waded it by hand and hung it to dry the Mask became to big.,Canada,2020-10-23
3,Too big,Much too big for my face! Otherwise seems like a great product.,Canada,2020-08-20
3,Very hot,Was really hot and difficult to breathe!,Canada,2021-02-01
3,Un peu chaud,Trop épais intérieur décevant,Canada,2020-08-09
3,they were the right fit,i would like to see an adjustable strap.,Canada,2020-09-28
3,Comfort,Comfort,Canada,2021-01-27
3,1,1,Canada,2020-11-04
3,Good value for fabric masks,"This set of three masks is decently made. The fabric is average. I do have a much finer weave fabric mask with a lining that is harder to breathe in (which is good in terms of safety).

I like this style of mask that goes under your chin. It's more secure and the shape helps to hold the sides closer to your cheeks. This also goes high enough up the nose to stay covered while you speak.

I prefer masks that secure behind your head like a blindfold. I don' tknow why that's not more common - it's way more comfortable than earloops.

The one comment I'd make is to think carefully about getting black masks - they draw heat and it's already hot wearing a mask!",Canada,2020-07-26
3,Very THICK material,I could hardly breathe in these. I feel they are too thick. I stopped using them for work (which was why I purchased them) lol. I only wear for short period like going to store. If you can manage the thickness then it is very fine🤗,Canada,2020-09-18
3,Not What I Expected,"Overall it is an okay product, but actually I don't feel as protected so will not be using it as often as my disposal surgical masks. It is very lightweight, soft and comfortable but I need more protection from COVID 19. I think it is as advertised just didn't realize that the disposal masks offer more protection. Thus the 3 star Average Review.",Canada,2020-12-02
3,Not adjustable,Nothing really wrong with this product but only giving three stars as they are not adjustable,Canada,2021-01-14
3,"Comfortable, but not sure how effective","These are comfortable but thin-ish. Cannot adjust the ear loops. No nose piece to make snug there (although is shaped quite well do does fit pretty good over the nose). Cannot add a filter. Now, with new guidance on better masks, this is going to become our 'over the real mask' cover. Will add an extra layer, and is a nicely made, just don't think it's what it really required to stay safe. For a mask cover, or maybe on their own and being outside, this is okay, but I wouldn't be wearing these for long durations indoors with other people.",Canada,2021-02-02
3,not as thick as i expected,"comfortable, but not as thick as i wanted",US,2021-01-24
3,Classiques,"Il faut impérativement les laver car, d'origine, il ont une forte odeur.
Sinon, une fois lavés, tout va bien, assez confortable (si un masque peut être confortable)",France,2021-02-05
3,Comfortable But Failed the Flame Test,"Pros:

I live in New York. So mandatory masks has been going on since April. I have tried so many masks. These masks are very comfortable. Fits perfectly. I got a large and feels wonderful. Comfortable. Breathable and Stretchable.

Cons:

Failed the flame test. If you want to know if your mask is doing a good job protecting you and others. Get a lighted match. Put on the mask and cough much as you can. With this mask I knocked out the flame on my third try and the flame goes everywhere every time. That means micro droplets can fly out your mouth and into the air and vice versa.

Conclusion:

These masks feels good but in the protective category it is troubling. Best bet is to double up these masks. I did that and the flame never moved. I can still breath and feel comfortable with two on. Or combined with a surgical mask they sell at the pharmacy. Wearing these singles is risky.",US,2020-07-14
3,Too Big!,"I got the size large because that's what it suggested for normal size adults. I guess I'm not ""normal"" sized. I should have got a size medium instead of large. The large is just too big on my face and there is a huge gap under my chin so it doesn't feel like it is protecting me like it should. I should also mention it was still too big after washing and drying it and trying to shrink it. Which it did shrink a little bit but not enough. It is soft and comfortable but does not feel protective and foggs up my sunglasses when I wear it.",US,2020-07-21
3,Different size masks are the same size ear to ear,"I like almost everything about these masks.

Only the height of the mask is different between the S, M, and L masks. The distance from ear to ear is exactly the same which is frustrating as I could have saved myself a lot of hassle and buying different sizes if I had known that.

The small fit my thin 8 yo boy fine for height but I had to tie a slip knot in the ear loops so the mask will stay up. I may consider racking them with sewing thread after we figure out what size will be comfortable for a full day a camp.",US,2020-07-23
3,Soft feel but no nose wire! :(,"These are probably the softest masks I've experienced yet against my skin and I was SO glad to find a company that does actual sizes! Especially since my husband needed an XL for his beard. SADLY THOUGH, there is no nose wire!! GAH!! It would have been five stars, raving from the rooftops if so! But sadly, it does not, which gives a lot of space above the mask for air to get in and out and I was CONSTANTLY having to pull it back up when talking bc it would slide down below my nose...which defeats the purpose of not touching your mask and keeping you safely covered at all times. I also got a set for my husband who works out a lot outside, hoping it would be a more comfortable option, but alas, he had the same issues with it sliding down and said it was HOT to keep on outside. So I guess the take away is if you don't care about the nose wire, you won't be speaking in it, and you don't need it for outside, it is a good option. (I do highly recommend, however, that the company makes it clear that there is no nose wire in the mask. I did hours of research and when I got to these, I thought my prayers had been answered because it looked so structured, I assumed there HAD to be a wire in it.) :(",US,2020-07-21
3,Im keeping but would not order again.,"These are soft and comfortable but a little difficult to breath in. I see people complaining they are not 3 ply. I doubt that because if they were any thicker, you would not be able to breath. My complaint (besides they are hot) is that they have no metal strip to conform over the top of your nose. My glasses are continually fogging up. Because of this I would not recommend to eye glass wearers. I will keep for family members but keep looking for me.",US,2020-07-17
3,Not for Glasses Wearers,"These do not work for me at all, because there is not a good seal around my nose and my glasses fog up immediately. Glasses wearers need a bendable nose piece to create a good seal and these do not have this essential feature. I give them 3 stars anyway, because these masks would be OK for people without glasses. I wish I had read the questions.",US,2020-07-19
3,"Not optimal for us, might work for others","Nice quality material, really soft and well sewn. Horrible smell; I'll wash and see whether that mitigates it. Ear straps are super comfy and it conforms to face well other than the height, i.e., its main problem is that it doesn't cup down under chin, or if you try to make it do so, you pull it down off nose. This is for a medium size. I think a contributing problem is not having a wired portion for the bridge of the nose. Even if it had that, however, mask would still be too short to fit our 12-year-old or me--I'm about same size (5'3"" small boned female) although with different face shape. Way too short to fit our older teenager or my husband. If I can get the smell out, i'll consider buying a size up, although lack of wire might be a deal-breaker since there's no significant elastic anywhere to help keep it on (i.e., the material itself is a knit, which gives it some stretch, but that's not enough on its own to keep it up). First thing is to get rid of the smell . . . and i'm not really that sensitive to smells; this one is just that bad.",US,2020-08-11
3,Nice but looks like underwear,"I made the mistake of getting the white masks. While they are comfortable and fit well, they look exactly like underwear. It’s basically like wearing a jock strap.",US,2020-07-21
